DensityP1,Vitesse0,Vitesse1,Vitesse:2,FractionLiq_c,FractionSolide_c,Concentration,ConcentrationSolide,ConcentrationLiquide,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,vtkOriginalIndices,__vtkIsSelected__
2800,0,0,0,0,1,7.49494,7.49494,0,1,0,0.0005,0,0,0,0
2800,-3.68443e-015,1.02087e-014,0,2.47504e-013,1,7.05809,7.05809,1.51811,1,0.00014,0.0005,0.00014,0,1,0
2800,-6.22529e-016,1.71679e-014,0,0,1,7.15409,7.15409,0,1,0.00028,0.0005,0.00028,0,2,0
2800,-3.20174e-015,2.85766e-014,0,1.83631e-012,1,7.17302,7.17302,3.68229,1,0.00042,0.0005,0.00042,0,3,1
2800,-4.97743e-015,3.83199e-014,0,2.58981e-012,1,7.18335,7.18335,6.34352,1,0.00056,0.0005,0.00056,0,4,0
2800,-3.24994e-015,4.95898e-014,0,1.23222e-012,1,7.18992,7.18992,3.38589,1,0.0007,0.0005,0.0007,0,5,0
2800,-2.75135e-015,6.51921e-014,0,2.43814e-012,1,7.18307,7.18307,5.53996,1,0.00084,0.0005,0.00084,0,6,0
2800,4.98303e-015,6.37293e-014,0,4.21937e-013,1,7.20603,7.20603,1.274,1,0.00098,0.0005,0.00098,0,7,0
2800,3.46505e-015,8.63851e-014,0,2.86655e-012,1,7.15669,7.15669,4.24263,1,0.00112,0.0005,0.00112,0,8,0
2800,-1.02494e-015,1.12613e-013,0,1.841e-012,1,7.1882,7.1882,3.75962,1,0.00126,0.0005,0.00126,0,9,0
2800,-3.28122e-015,1.09268e-013,0,0,1,7.15683,7.15683,0,1,0.0014,0.0005,0.0014,0,10,0
2800,-2.36849e-015,1.22828e-013,0,1.19146e-012,1,7.15794,7.15794,1.93113,1,0.00154,0.0005,0.00154,0,11,0
2800,1.24065e-016,1.35095e-013,0,1.49083e-012,1,7.12163,7.12163,2.36633,1,0.00168,0.0005,0.00168,0,12,0
2800,-1.02885e-014,1.42996e-013,0,1.56557e-012,1,7.17156,7.17156,4.76884,1,0.00182,0.0005,0.00182,0,13,0
2800,-6.13871e-015,1.64521e-013,0,2.2045e-012,1,7.16095,7.16095,6.74089,1,0.00196,0.0005,0.00196,0,14,0
2800,1.30256e-014,1.90629e-013,0,8.10586e-012,1,7.1372,7.1372,7.1372,1,0.0021,0.0005,0.0021,0,15,0
2800,1.18202e-014,2.08629e-013,0,3.69457e-012,1,7.15004,7.15004,2.23423,1,0.00224,0.0005,0.00224,0,16,0
2800,1.70615e-015,2.19814e-013,0,3.22719e-012,1,7.12146,7.12146,5.29937,1,0.00238,0.0005,0.00238,0,17,0
2800,-1.8346e-015,2.32852e-013,0,3.6991e-013,1,7.14038,7.14038,1.12687,1,0.00252,0.0005,0.00252,0,18,0
2800,-1.46731e-014,2.40386e-013,0,4.76824e-018,1,7.13432,7.13432,0,1,0.00266,0.0005,0.00266,0,19,0
2800,-8.47292e-015,2.6542e-013,0,5.13028e-013,1,7.14064,7.14064,3.10048,1,0.0028,0.0005,0.0028,0,20,0
2800,-7.96686e-016,2.67765e-013,0,1.77619e-013,1,7.15665,7.15665,0.0529711,1,0.00294,0.0005,0.00294,0,21,0
2800,1.50651e-014,2.9364e-013,0,1.40244e-011,1,7.10755,7.10755,4.18249,1,0.00308,0.0005,0.00308,0,22,0
2800,1.30174e-014,3.02414e-013,0,2.55546e-012,1,7.1079,7.1079,1.52245,1,0.00322,0.0005,0.00322,0,23,0
2800,1.17216e-014,3.16368e-013,0,4.81029e-017,1,7.0977,7.0977,0,1,0.00336,0.0005,0.00336,0,24,0
2800,6.11963e-015,3.11885e-013,0,3.27399e-012,1,7.13123,7.13123,1.49071,1,0.0035,0.0005,0.0035,0,25,0
2800,1.68003e-015,3.38819e-013,0,6.42076e-017,1,7.12144,7.12144,0,1,0.00364,0.0005,0.00364,0,26,0
2800,-9.37456e-016,3.62334e-013,0,7.56913e-014,1,7.09763,7.09763,0.151049,1,0.00378,0.0005,0.00378,0,27,0
2800,-6.40338e-015,3.43551e-013,0,1.34536e-012,1,7.11465,7.11465,2.68498,1,0.00392,0.0005,0.00392,0,28,0
2800,-9.76718e-016,3.7239e-013,0,8.09464e-013,1,7.12413,7.12413,0.49047,1,0.00406,0.0005,0.00406,0,29,0
2800,-7.33486e-015,4.04306e-013,0,1.26397e-011,1,7.08796,7.08796,5.4041,1,0.0042,0.0005,0.0042,0,30,0
2800,2.26755e-015,3.90663e-013,0,1.87046e-011,1,7.09036,7.09036,5.5589,1,0.00434,0.0005,0.00434,0,31,0
2800,9.49055e-016,4.06704e-013,0,1.56463e-012,1,7.10008,7.10008,5.48211,1,0.00448,0.0005,0.00448,0,32,0
2800,9.06403e-015,4.13811e-013,0,9.39444e-013,1,7.08726,7.08726,4.62476,1,0.00462,0.0005,0.00462,0,33,0
2800,1.05113e-014,4.27014e-013,0,1.1141e-012,1,7.09639,7.09639,3.3584,1,0.00476,0.0005,0.00476,0,34,0
2800,1.09463e-014,4.35805e-013,0,5.10933e-012,1,7.09206,7.09206,2.6544,1,0.0049,0.0005,0.0049,0,35,0
2800,9.06679e-016,4.57003e-013,0,5.76401e-012,1,7.07976,7.07976,4.80395,1,0.00504,0.0005,0.00504,0,36,0
2800,-4.53375e-015,4.70489e-013,0,3.38105e-012,1,7.09061,7.09061,1.98411,1,0.00518,0.0005,0.00518,0,37,0
2800,6.67493e-016,4.86527e-013,0,1.52784e-012,1,7.08664,7.08664,3.09119,1,0.00532,0.0005,0.00532,0,38,0
2800,1.64036e-014,4.89122e-013,0,0,1,7.04094,7.04094,0,1,0.00546,0.0005,0.00546,0,39,0
